class_name,class_id,image_path,image_h,image_w,img_mean,img_std,img_min,img_max,img_p10,img_p50,img_p90,img_entropy,img_skew,img_kurtosis,img_grad_mean,gb_rect_w,gb_rect_h,gb_rect_area,gb_rect_aspect,gb_rect_area_ratio_img,gb_mean,gb_std,gb_min,gb_max,gb_p10,gb_p50,gb_p90,gb_entropy,gb_skew,gb_kurtosis,gb_grad_mean,poly_count,poly_area_total,poly_area_mean,poly_area_max,poly_area_total_ratio_gb,poly_mbr_area_mean,poly_mbr_aspect_mean,poly_mbr_fill_mean
no_tumor,2,no_tumor/00550617_US_Image2_1.png,320,320,44.113564453125,37.82377367566742,0.0,228.0,5.0,32.0,101.0,6.832787606806228,1.05038729393853,0.5031476386063636,2.7546167443041436,317.0744596522751,288.3263753104687,91420.92965506592,1.0997067448680358,0.8927825161627532,43.75297599616983,38.22349771940596,0.0,228.0,4.0,32.0,101.0,6.820339151216872,1.0862463502664872,0.5794903015837036,2.803625640635031,1,889.6264828835556,889.6264828835556,889.6264828835556,0.009731103000594554,1183.8294076938837,2.019389050489693,0.7514819931839338
no_tumor,2,no_tumor/00550621_US_Image2_1.png,320,320,77.684580078125,55.86036155177265,0.0,239.0,20.0,55.0,167.0,7.3870814886120915,0.6420195661838589,-0.9460397256288062,2.2649146964325824,316.36831636831647,171.28817128817133,54190.15036424657,1.846994535519126,0.5292006871508455,68.61404855930964,49.574690416449144,0.0,239.0,14.0,53.0,147.0,7.351101763035582,0.7687761992697077,-0.4053300476495525,2.7828686351586067,1,2412.9308180896332,2412.9308180896332,2412.9308180896332,0.044527110588746956,2981.347802047385,1.6345803533387104,0.8093422768160756
no_tumor,2,no_tumor/00550626_US_Image4_2.png,320,320,87.60037109375,31.528122736690005,0.0,210.0,49.0,84.0,132.0,6.952387982928547,0.46268046341171865,0.1615002114802202,1.87042842215256,319.6217494089834,169.26713947990547,54101.45923802179,1.8882681564245805,0.5283345628713065,81.55650584795322,33.95339655319485,7.0,210.0,42.0,74.0,133.0,6.949380512573832,0.8800959944900726,0.43090486707612197,2.1865531168332755,1,2293.1573295894195,2293.1573295894195,2293.1573295894195,0.04238623804028226,3151.894537529908,2.3367099036344854,0.7275488764882762
no_tumor,2,no_tumor/00550638_US_Image2_1.png,320,320,76.418642578125,32.893677888500186,6.0,254.0,36.0,72.0,120.0,7.018783656496716,0.5894285232300519,0.35569068501264045,2.4329436810906357,318.2689275404507,211.9205298013245,67447.71974367167,1.5018315018315018,0.6586691381217936,68.37516005121638,32.00035546697906,6.0,254.0,30.0,64.0,111.0,6.913875583204121,0.9374690591696022,1.347113254937403,2.487563653489536,1,3906.46461508004,3906.46461508004,3906.46461508004,0.057918408953277725,4925.048407388851,2.5594205182228116,0.7931829886624726
no_tumor,2,no_tumor/00550668_US_Image1_1.png,320,320,53.961279296875,45.67374488051395,0.0,231.0,1.0,47.0,121.0,6.933366751483902,0.5636719889192684,-0.6663809679365511,4.1750407718825375,249.2651381540271,317.46031746031736,79131.78989016732,0.7851851851851857,0.7727713856461652,54.173245283018865,47.242448518750116,0.0,190.0,1.0,46.0,124.0,6.918741213005152,0.5671571705284468,-0.7732011519345154,4.132869595843973,1,583.9378129848483,583.9378129848483,583.9378129848483,0.007379307529822558,729.426005405694,1.3869044708124205,0.8005442754403475
no_tumor,2,no_tumor/00550806_US_Image1_1.png,320,320,73.75912109375,65.70525453452163,0.0,255.0,0.0,62.0,171.0,6.974822679008831,0.6216664732928247,-0.6397444507625525,2.5669293645445754,319.72532188841194,261.4935622317596,83606.11335629682,1.222689075630252,0.8164659507450861,66.06888070342205,63.27606859377752,0.0,255.0,0.0,56.0,160.0,6.685376879721433,0.6683722576816361,-0.6257081573614762,2.5904656661794934,1,942.1254032194847,942.1254032194847,942.1254032194847,0.011268618590180263,1177.3900406957619,2.289864556764301,0.8001812234310638
no_tumor,2,no_tumor/00550902_US_Image1_2.png,320,320,61.125478515625,55.71908429570152,0.0,206.0,0.0,48.0,140.0,6.783381534143782,0.37290877975422015,-1.321019003846658,3.9597359349212393,296.22551361681786,318.20353559483993,94260.00576626885,0.9309309309309306,0.9205078688112193,61.31447897161852,56.40756772687957,0.0,206.0,0.0,47.0,141.0,6.759519806907683,0.37401013327663796,-1.3435991940420686,3.986229894488802,1,789.7626993714366,789.7626993714366,789.7626993714366,0.008378555602147597,1111.1526096407833,1.6540984997545376,0.7107598834931895
no_tumor,2,no_tumor/00551239_US_Image1_2.png,320,320,76.368369140625,39.16349416075333,0.0,247.0,24.0,72.0,131.0,7.063719093729509,0.6454144316234282,0.3606124367596908,1.4373284895360305,261.6964625332826,316.47014073792315,82819.11632852459,0.826923076923077,0.8087804328957479,76.82487157328724,42.599734245461306,2.0,247.0,23.0,72.0,138.0,7.158638490052368,0.59184167898396,-0.1284512445252486,1.502058452859629,1,927.1448330578278,927.1448330578278,927.1448330578278,0.011194816778532811,1206.283129481133,1.2588939256617673,0.768596368794967
no_tumor,2,no_tumor/00551240_US_Image2_1.png,320,320,71.038662109375,36.639791693177294,6.0,209.0,25.0,68.0,121.0,7.059853722848257,0.7459198455337767,0.5319286730202601,1.6554165568023125,241.8079096045198,318.6440677966102,77050.6559417792,0.7588652482269503,0.7524478119314375,76.31005658436214,37.18292711202545,14.0,209.0,28.0,73.0,127.0,7.07692770924445,0.6701947265489381,0.4088137064690045,1.8432207204310755,1,1191.749105853727,1191.749105853727,1191.749105853727,0.01546708579293904,1467.9070459971554,1.0776755576379262,0.8118695997158096
no_tumor,2,no_tumor/00551241_US_Image1_2.png,320,320,58.13896484375,29.314204796219556,8.0,199.0,30.0,50.0,99.0,6.610133863605002,1.3877782360543673,2.057959674385378,1.451352063985,155.36723163841816,319.2090395480226,49594.62478853461,0.4867256637168144,0.4843225077005333,68.4021233974359,36.18532464757167,8.0,199.0,27.0,60.0,119.0,7.031275459264494,0.7323279566554975,0.01837015976933465,1.9848354334021114,1,1083.5820125385653,1083.5820125385653,1083.5820125385653,0.02184877932152579,1464.523852823535,1.0614038006438609,0.7398868993833516
no_tumor,2,no_tumor/00551293_US_Image4_1.png,320,320,71.839990234375,50.92678369252794,0.0,225.0,15.0,59.0,153.0,7.4146463148257675,0.9108358665935096,0.1320046801312036,2.9458295491166906,240.625,316.66666666666663,76197.91666666666,0.7598684210526316,0.7441202799479165,74.0009875773169,52.86390932629851,0.0,225.0,11.0,60.0,157.0,7.46361357665988,0.7420480814878052,-0.31035103959451016,3.2330452862062242,1,697.9558483657311,697.9558483657311,697.9558483657311,0.00915977600042518,866.7777651357464,1.1636975998784527,0.8052304482642375
no_tumor,2,no_tumor/00551739_US_Image1_1.png,320,320,84.196748046875,35.03974656064418,10.0,227.0,43.0,81.0,132.0,7.002018692241653,0.6895892443715559,0.07673491866571469,3.078018340022852,317.79539841414265,282.0226179643832,89625.4902377907,1.126843657817109,0.8752489281034248,81.80293984071247,35.21324999762665,10.0,227.0,42.0,78.0,130.0,6.968875397844993,0.815255246668579,0.3025334647200366,3.048540032788338,1,1957.449133740156,1957.449133740156,1957.449133740156,0.021840317174798507,2562.3162537248572,1.8413452679092779,0.7639373675652248
no_tumor,2,no_tumor/00551752_US_Image1_1.png,320,320,58.880458984375,39.185654075646205,0.0,190.0,17.0,52.0,120.0,7.010295960500503,0.9090277184766573,0.20013739927001994,1.2598560532817704,320.0,262.970297029703,84150.49504950496,1.216867469879518,0.8217821782178218,58.38327414772727,39.50149638851004,0.0,190.0,17.0,49.0,119.0,6.9971746759428495,0.9261280845475974,0.10858944769795587,1.277915221534346,1,1410.3715322026983,1410.3715322026983,1410.3715322026983,0.01676010974591403,1847.0343028660136,1.4374994479421999,0.7635870812005209
no_tumor,2,no_tumor/00551765_US_Image6_1.png,320,320,76.563603515625,43.98764294590641,0.0,208.0,25.0,76.0,131.0,7.1594783838381115,0.25808671334661876,-0.3129540615778934,1.3422689674703854,316.2032529121136,285.04453820909515,90132.01020654714,1.109311740890688,0.880195412173312,75.44726566808586,44.146913381833805,0.0,208.0,26.0,73.0,133.0,7.186097879454957,0.41567834512699886,-0.2104347007733356,1.357231885816393,1,2521.9798148488626,2521.9798148488626,2521.9798148488626,0.02798095603403803,3610.7196587189683,1.8976641577673414,0.6984701259647571
no_tumor,2,no_tumor/00551969_US_Image2_1.png,320,320,65.60595703125,31.454108182319025,0.0,244.0,21.0,64.0,105.0,6.8429727950988095,0.20578877975527418,0.5609576808382051,2.6494692330979794,318.5262219581043,228.19789035804484,72687.01187455775,1.3958333333333335,0.7098341003374781,63.7040697594831,29.401809839119167,0.0,244.0,25.0,63.0,100.0,6.723078870844982,0.17471540735401503,0.8705626854182653,2.6282956878850103,1,2439.007848129375,2439.007848129375,2439.007848129375,0.033554933477504635,3204.0046965264773,1.5227834212967164,0.7612372886886059
no_tumor,2,no_tumor/00552163_US_Image6_1.png,320,320,87.50685546875,57.53206758546748,0.0,240.0,4.0,87.0,168.0,7.535910680586369,0.18843988936575115,-0.8084772613338131,3.9571773161847283,320.0,206.9333333333333,66218.66666666666,1.5463917525773199,0.6466666666666666,76.83532151442307,59.82893004876522,0.0,240.0,3.0,73.0,164.0,7.38940013939226,0.39752684931436344,-0.8432353953359844,3.576811550654307,1,1228.799999999872,1228.799999999872,1228.799999999872,0.018556701030925903,1735.1349760085577,3.2213727383958726,0.7081869808345166
no_tumor,2,no_tumor/00552204_US_Image4_1_R3.png,320,320,75.548994140625,53.073335925801146,3.0,243.0,11.0,66.0,154.0,7.332095624903051,0.5534282229812156,-0.7338566173051748,2.269211613394662,317.85017698475764,280.86397457198586,89272.66402634818,1.1316872427983538,0.8718033596323065,72.96384979657174,54.01592344227168,3.0,243.0,11.0,61.0,155.0,7.282024601150289,0.6465294801127042,-0.6593481889641759,2.356181286614716,1,1724.7207236437243,1724.7207236437243,1724.7207236437243,0.019319695927688296,2230.774415223277,1.4724921726411635,0.7731488723708972
no_tumor,2,no_tumor/00552324_US_Image1_1.png,320,320,45.395625,27.256600483586997,0.0,213.0,14.0,44.0,81.0,6.6079712437729174,0.9640050167077734,1.309179217529321,2.440023828357699,317.24731182795693,196.1290322580645,62221.408255289614,1.6175438596491225,0.6076309399930626,38.93161574561824,27.64047861160265,0.0,213.0,12.0,33.0,75.0,6.476806004262908,1.4251322451703468,2.5218149143256525,2.4095139276877644,1,630.2716513117193,630.2716513117193,630.2716513117193,0.010129498334813697,739.5300286598504,1.5238087981869461,0.8522597148000534
no_tumor,2,no_tumor/00552591_US_Image9_1.png,320,320,63.698505859375,36.76535778316041,0.0,251.0,23.0,60.0,107.0,7.0104600830951505,1.1221774140030516,1.8627045213235975,1.903172882547681,317.9410444411193,186.7424809217418,59373.09942578438,1.7025641025641023,0.5798154240799256,54.798205829387044,32.43942887655666,1.0,250.0,20.0,49.0,98.0,6.797339675398241,1.0983892016068686,1.814046043609875,1.9494422304113654,1,1237.6716989980487,1237.6716989980487,1237.6716989980487,0.020845664298612582,1592.6849853387102,2.4281210994634947,0.7770976121400666
no_tumor,2,no_tumor/00552647_US_Image8_1.png,320,320,50.535244140625,22.9617337931623,0.0,146.0,22.0,48.0,80.0,6.484671869869506,0.7009067325090939,0.6738452232987036,1.4850340335354837,200.40404040404042,320.0,64129.29292929293,0.6262626262626263,0.6262626262626263,47.94830534825871,20.04692222568549,0.0,122.0,20.0,48.0,73.0,6.3235134412641845,0.16431328936464398,-0.1462656787113188,1.5239198370621434,1,2005.9993878175737,2005.9993878175737,2005.9993878175737,0.03128054740957973,2664.2178368079476,1.1333333123524982,0.7529412047706285
no_tumor,2,no_tumor/00552810_US_Image5_1.png,320,320,64.498994140625,23.362082388338095,16.0,174.0,35.0,64.0,91.0,6.500292395731352,0.5108746589720574,0.8292930924386837,1.1877069112003047,249.51267056530216,316.0493827160493,78858.3255119967,0.7894736842105265,0.7701008350780928,66.42,24.57284420972072,16.0,174.0,31.0,67.0,94.0,6.543066578410877,0.35397525588659273,0.6288375184373725,1.2555363474617975,1,1770.2360578884254,1770.2360578884254,1770.2360578884254,0.022448308994579395,2152.103784463776,1.5233792260573402,0.822560729026134
no_tumor,2,no_tumor/00552816_US_Image1_1.png,320,320,92.285966796875,38.09030145309905,3.0,248.0,44.0,85.0,148.0,7.145412707841684,0.5741861819609261,-0.01026583482587462,1.5790290920809773,316.8091168091168,319.088319088319,101090.08855447598,0.9928571428571431,0.9872078960398045,92.32359473270441,38.143896666174314,3.0,248.0,44.0,85.0,149.0,7.146023098981958,0.5728627591013614,-0.01379319477388874,1.587269922070775,1,409.3070426795166,409.3070426795166,409.3070426795166,0.004048933466498518,522.003604542464,1.0192308988938288,0.7841076941188444
no_tumor,2,no_tumor/00552832_US_Image7_1.png,320,320,78.714990234375,40.794001477458345,0.0,207.0,23.0,74.0,140.0,7.14668640886833,0.5749133579518677,0.0333825053962733,1.5973593492123948,316.74122013895504,227.4039529202754,72028.20551238953,1.392857142857143,0.703400444456929,76.04353080113152,43.843580966689395,5.0,207.0,19.0,72.0,142.0,7.231199654113692,0.530779005739278,-0.36327577661733645,1.672800428447838,1,679.0166081513162,679.0166081513162,679.0166081513162,0.00942709322439692,836.2767981435172,1.1739130683344863,0.8119519872591121
no_tumor,2,no_tumor/00553007_US_Image7_1.png,320,320,107.06126953125,41.16109092578561,0.0,255.0,49.0,105.0,159.0,7.303601343051571,0.171988147305093,0.35392070875969406,2.171095420853719,318.86734379809167,196.98368728839648,62811.6651372049,1.6187499999999992,0.6133951673555166,99.18484848484849,43.0337365187468,0.0,255.0,35.0,102.0,155.0,7.3488884688436436,0.14655059498528908,-0.035413020867788525,2.446771571521015,1,2348.471744629991,2348.471744629991,2348.471744629991,0.03738910184119499,2998.978447927482,1.1365911899251728,0.7830905708085232
no_tumor,2,no_tumor/00553059_US_Image6_1.png,320,320,72.00244140625,57.50469574827812,0.0,225.0,10.0,58.0,172.0,7.377204915573296,1.0444649986989056,0.27191239773771425,2.2250998544907663,317.5403225806451,282.258064516129,89628.31685744015,1.125,0.875276531810939,68.17797445639532,57.680660945431256,0.0,225.0,9.0,54.0,170.0,7.310175750323605,1.1622056616266079,0.5292277526082039,2.2354224821658026,1,2111.932324004745,2111.932324004745,2111.932324004745,0.02356322642278238,2653.867599420133,1.6019206610615988,0.795794155091309
no_tumor,2,no_tumor/00553421_US_Image1_1.png,320,320,87.863203125,37.333134180091825,3.0,218.0,41.0,82.0,139.0,7.148051994994337,0.5085871609175228,-0.26282212748645906,1.5801130870418656,317.3458348359178,229.3544897223223,72784.6920142963,1.383647798742139,0.7107880079521124,83.73795460760186,39.44091811619801,3.0,218.0,38.0,78.0,140.0,7.160613218753275,0.6857011361478881,-0.16906308909665357,1.8183732345260395,1,1470.4081851580413,1470.4081851580413,1470.4081851580413,0.020202162631521817,1942.4924967680709,1.4123538108993106,0.7569698146090726
no_tumor,2,no_tumor/00553437_US_Image6_1.png,320,320,91.248681640625,36.45457714129998,15.0,212.0,44.0,87.0,139.0,7.138307504531573,0.4810851322354255,0.18523697111929716,1.7685231301086926,259.1922845087402,319.4695599758891,82804.0450811527,0.8113207547169811,0.8086332527456318,92.35686298076924,38.95943887145118,15.0,212.0,40.0,88.0,145.0,7.22067735101162,0.4141935881958635,-0.10156897918269392,1.9158162958689406,1,1826.9813119984174,1826.9813119984174,1826.9813119984174,0.0220639137883647,2284.4650889785553,1.0140151959009098,0.799741401526652
no_tumor,2,no_tumor/00553440_US_Image1_2.png,320,320,60.431318359375,27.808281450086792,2.0,250.0,23.0,60.0,94.0,6.742278287332407,0.6397430147308567,1.966757281483452,1.7934550142091232,238.38383838383834,318.1818181818182,75849.40312213039,0.7492063492063491,0.7407168273645546,63.30492424242424,27.90439542449899,2.0,250.0,24.0,63.0,96.0,6.732791274823372,0.6277805435870657,2.5506839237896903,1.9376167400305646,1,1011.0775190652494,1011.0775190652494,1011.0775190652494,0.013330065596392937,1304.2004288490862,1.461538107905996,0.7752470377252458
no_tumor,2,no_tumor/00553450_US_Image2_1.png,320,320,92.28517578125,28.404632155667645,35.0,182.0,55.0,95.0,127.0,6.696354165128811,0.12704615312937786,-0.9395203411266704,1.4177091573159895,282.87551139684405,315.6049094097019,89276.90014862407,0.8962962962962966,0.871844728013907,93.8001177411472,28.51299438170269,40.0,182.0,56.0,96.0,129.0,6.687686670559826,0.12004307475545532,-0.9795121586223718,1.4430559720972598,2,1868.050150890689,934.0250754453446,1329.3722724916297,0.020924227294864015,1208.3976326341144,1.5206576398849647,0.7774014671200993
no_tumor,2,no_tumor/00553452_US_Image1_2.png,320,320,87.9385546875,40.13272017169808,0.0,210.0,36.0,86.0,144.0,7.3348270454834825,0.21514608730036086,-0.32557430929765685,4.199054678268342,232.26156559489888,318.00298466965125,73859.87108322383,0.7303754266211605,0.7212878035471078,87.4989573102641,42.72611586790427,0.0,210.0,30.0,86.0,147.0,7.409959382663496,0.1838784009295769,-0.49281822954033006,4.290302182278072,1,572.4346383936936,572.4346383936936,572.4346383936936,0.007750279414225969,725.5927422987443,1.4669510626212825,0.788920016730278
no_tumor,2,no_tumor/00553494_US_Image2_1.png,320,320,98.301484375,66.70388846295154,0.0,242.0,4.0,91.0,197.0,7.608824683908276,0.1919786164126477,-1.0772222078952065,4.108975673590562,274.8880105401844,316.20553359683794,86921.11005223221,0.8693333333333332,0.8488389653538302,96.04657734026068,68.99829733406082,0.0,242.0,3.0,87.0,200.0,7.5835696661763965,0.25015585382745625,-1.14949048401494,4.042441920083858,1,461.77319720646483,461.77319720646483,461.77319720646483,0.0053125552231095335,588.4822175596055,1.0799999869263976,0.7846850481249984
no_tumor,2,no_tumor/00553646_US_Image2_1.png,320,320,40.34740234375,33.67486218029046,0.0,225.0,4.0,35.0,88.0,6.681169858760304,0.9922062031463805,0.8232671938564007,2.0684284026211195,311.9894598155468,316.80782985130804,98840.70370064526,0.9847908745247151,0.9652412470766139,39.93255460033662,33.38862773691118,0.0,225.0,4.0,34.0,87.0,6.667168197528581,0.9867063790337866,0.7635487365577167,2.0858395484781296,1,1184.3672962500714,1184.3672962500714,1184.3672962500714,0.011982586646055409,1434.7825643391116,1.8539328585180168,0.825468141087715
no_tumor,2,no_tumor/00553682_US_Image1_1.png,320,320,84.0662890625,37.30582933852554,1.0,255.0,33.0,78.0,131.0,6.937299244712776,0.9413824861012746,1.5639764253795727,2.8567271164757466,283.1201537543906,319.1729074159984,90364.28262185334,0.8870431893687708,0.8824636974790365,83.35491857394366,38.73087827578425,1.0,255.0,32.0,77.0,134.0,6.961483381573676,0.9601982607557711,1.4025147398626894,2.9947622663101487,1,2312.510699637118,2312.510699637118,2312.510699637118,0.025590981663787028,2859.8282367879583,1.8338669640122176,0.8086187379681358
no_tumor,2,no_tumor/00553718_US_Image1_1.png,320,320,80.01994140625,40.35555758655265,3.0,228.0,33.0,75.0,137.0,7.257579311855312,0.6574771496020673,-0.033302638927085404,2.980234181974433,196.22474234420596,317.9786487385024,62395.278419671406,0.617100371747212,0.6093288908171036,76.10709227758063,34.425953025717995,3.0,223.0,33.0,75.0,121.0,7.087666638612243,0.36980121925473614,-0.18030041010828146,2.91978294771013,1,2489.576205561374,2489.576205561374,2489.576205561374,0.039900073669300005,3116.6014876072877,1.7098914142312174,0.7988112100506951
no_tumor,2,no_tumor/00553811_US_Image1_1.png,320,320,73.30765625,37.54453053925546,13.0,254.0,36.0,67.0,112.0,6.8978512675786146,1.9006100791123006,4.926206283586331,1.9521675016357583,237.7142857142857,320.0,76068.57142857142,0.7428571428571428,0.7428571428571428,77.92958245798319,40.90560449216924,13.0,254.0,37.0,69.0,126.0,7.0312216622094414,1.7226125004746986,3.6057066526623185,2.1478223190955763,1,2357.2897959185066,2357.2897959185066,2357.2897959185066,0.030989010989012824,3099.5212452069973,1.0131927453453162,0.7605335177372137
no_tumor,2,no_tumor/00553939_US_Image1_1.png,320,320,68.943037109375,43.026254559291665,2.0,246.0,18.0,63.0,126.0,7.177674287626963,0.9781274908325113,0.7765147147365838,1.5706305725641851,318.6761229314421,237.35224586288422,75638.49348065436,1.3426294820717128,0.7386571628970152,65.46200105042017,45.85322480695854,2.0,246.0,17.0,59.0,127.0,7.121239914049935,1.1082036703989038,0.8854067510894006,1.6625218293307422,1,859.3933541214938,859.3933541214938,859.3933541214938,0.011361851810828253,1168.8472911515128,1.4821428389500608,0.7352486168444173
no_tumor,2,no_tumor/00554105_US_Image2_1.png,320,320,82.58751953125,39.96083356535371,6.0,255.0,32.0,78.0,141.0,7.028719263604669,0.7428502483835834,0.29592381180139427,2.8104668990908115,266.31964410011193,318.61513785067945,84853.47011730105,0.8358662613981761,0.8286471691142681,85.27521067415731,39.349314447323515,6.0,255.0,36.0,79.0,144.0,7.101031552557158,0.8064209373387611,0.4304836667042311,3.005231802806681,1,752.0372472276795,752.0372472276795,752.0372472276795,0.008862775396080639,964.0531387767114,1.574770799242654,0.7800786253151364
no_tumor,2,no_tumor/00554142_US_Image2_2.png,320,320,93.754375,48.03595374251588,0.0,209.0,22.0,96.0,158.0,7.492634051100994,-0.0031767022122887786,-0.5194733986959266,5.104024453363802,193.00033978933072,318.9489183372975,61557.24961453792,0.6051136363636367,0.6011450157669719,86.2121456185567,53.09444573781329,0.0,209.0,16.0,85.0,163.0,7.5814221871379655,0.2853053925823489,-0.8331271075228899,5.475394255706439,2,1415.8077040752687,707.9038520376344,853.3546790694381,0.022999853192610782,889.4475291378039,1.3831474375414594,0.7949547447988243
no_tumor,2,no_tumor/00554195_US_Image9_1.png,320,320,58.557900390625,29.07397634775411,3.0,224.0,24.0,55.0,96.0,6.765904053994326,0.9032339013389639,1.1309422441277697,2.6108165118799986,273.1529062464315,317.91709489551215,86839.9784161317,0.8591954022988508,0.848046664220036,60.30315996613505,29.691902141479314,3.0,224.0,25.0,57.0,99.0,6.800954168390708,0.8917149967112207,1.0342769001017675,2.75933871060008,3,5630.885241454875,1876.9617471516249,3076.1194347553537,0.06484208476506095,2294.078436822223,1.2261539214791484,0.8220254029691163
no_tumor,2,no_tumor/00554477_US_Image2_2.png,320,320,77.494287109375,33.99968271019791,13.0,203.0,30.0,74.0,123.0,6.9710268437300345,0.4846340299453385,0.3515223069613902,1.225353763220344,318.2987480706568,281.2553592865718,89523.22874907858,1.1317073170731706,0.8742502807527205,75.50811391605835,35.02600271016368,13.0,203.0,27.0,71.0,125.0,6.977531543819928,0.6056388555592392,0.40586849163893657,1.2681222030218442,1,4154.02232476903,4154.02232476903,4154.02232476903,0.04640161422698671,5397.308522280771,1.5509632175244363,0.7696470023198972
no_tumor,2,no_tumor/00554702_US_Image1_1.png,320,320,45.7946875,31.866714227914898,0.0,209.0,9.0,41.0,88.0,6.786399840632705,1.1896898638356703,1.8132108894893033,3.9362786745964318,317.0376534220927,232.9935510713542,73867.72869414266,1.3607142857142858,0.7213645380287369,40.255966779551684,28.761859794551686,0.0,203.0,6.0,36.0,77.0,6.6230052430757125,1.2554004656457913,2.312667317691062,3.6881643842980205,1,1057.1773460360128,1057.1773460360128,1057.1773460360128,0.01431176191180008,1293.764187164139,1.0636365446068874,0.8171329493617289
no_tumor,2,no_tumor/00554719_US_Image2_1.png,320,320,86.626357421875,43.65105363013231,0.0,255.0,33.0,77.0,147.0,7.373950395918836,0.43448058199691825,-0.4712385702392625,2.1049131339173233,317.51509922346844,225.48173712970953,71593.85613781975,1.408163265306122,0.699158751345896,80.0431385587233,42.78367894197821,0.0,255.0,26.0,73.0,139.0,7.362996843856829,0.5174937417523431,-0.18752630825948646,2.316575465816998,1,6644.242830299074,6644.242830299074,6644.242830299074,0.0928046509676579,8606.04150790954,1.928369074410893,0.7720440139862863
no_tumor,2,no_tumor/00554949_US_Image4_1.png,320,320,93.2605859375,54.95573063242975,0.0,236.0,11.0,89.0,171.0,7.567498667483373,0.1857458781211406,-0.626992148661512,4.163478158966396,318.58407079646014,185.9811771316196,59250.640502108894,1.712990936555891,0.5786195361534072,72.30225601604278,53.72142725437672,0.0,236.0,4.0,68.0,150.0,7.323388788644535,0.6845451068044972,0.021384466075037967,3.953191062684871,1,812.565617057262,812.565617057262,812.565617057262,0.013714039378668667,975.6328790914267,1.7804875822958086,0.8328600178111836
no_tumor,2,no_tumor/00554970_US_Image7_1.png,320,320,61.4695703125,41.43713249048634,0.0,212.0,7.0,61.0,116.0,7.1599515010913555,0.4389891640159069,-0.3550195208709246,2.083760583599449,251.58620689655172,320.0,80507.58620689655,0.7862068965517242,0.7862068965517242,65.0383556547619,41.96185649338605,0.0,212.0,9.0,63.0,122.0,7.236429137850025,0.44171398896988756,-0.3946896239364839,2.331192103076675,1,1220.033293697983,1220.033293697983,1220.033293697983,0.015154264972776825,1553.6558692972758,1.3181818484857442,0.7852661054534609
no_tumor,2,no_tumor/00554972_US_Image1_1.png,320,320,60.458583984375,30.282106920711442,0.0,172.0,27.0,52.0,107.0,6.811587480573847,0.5674323747593184,-0.32926683769684484,2.264553364778953,316.9731660780254,240.3280152640766,76177.53189550237,1.318918918918919,0.7439212099170153,61.606396304705235,31.16144362987674,0.0,172.0,27.0,53.0,111.0,6.823702382254467,0.6231822931902922,-0.503615903594337,2.2502316113626577,1,1698.6910205564927,1698.6910205564927,1698.6910205564927,0.022299108126615296,2118.140158050228,2.123656290630162,0.8019729072698178
no_tumor,2,no_tumor/00555474_US_Image1_1.png,320,320,71.510751953125,37.03536055272723,0.0,207.0,24.0,72.0,118.0,7.112741916637868,0.21852399991637522,-0.009347664909418185,2.996669889354388,319.2612971571325,202.3843405116529,64613.48707604111,1.5775000000000001,0.630991084726964,63.38814655172414,36.269007941794754,0.0,207.0,23.0,59.0,112.0,7.068396805444771,0.8224225998375989,0.9432484490379833,2.9952739420249697,1,3698.2261326263542,3698.2261326263542,3698.2261326263542,0.05723613288776777,4646.025178093696,1.700642643305852,0.7959978671798262
no_tumor,2,no_tumor/00555481_US_Image5_1.png,320,320,78.25494140625,31.68921076799057,2.0,207.0,34.0,76.0,120.0,6.932394059173514,0.21807153205566995,0.1388839835233795,1.7870877645289505,254.20232609172712,314.5929339477726,79970.25558154487,0.8080357142857147,0.7809595271635241,77.33561609968355,34.38758544474603,2.0,207.0,28.0,74.0,125.0,7.027399121540448,0.2559372559587408,-0.20249991249574428,2.008010383830892,1,2274.6726056423504,2274.6726056423504,2274.6726056423504,0.028443983192261896,2865.386651839188,1.8591549843203776,0.7938449089173779
no_tumor,2,no_tumor/00555508_US_Image5_2.png,320,320,75.452119140625,29.336826133369563,11.0,207.0,43.0,67.0,118.0,6.696084413975129,0.7743457924732384,-0.1192883333544108,1.2718971864959618,302.22222222222223,320.0,96711.11111111111,0.9444444444444444,0.9444444444444444,76.83950452302632,29.364440848582447,11.0,207.0,44.0,68.0,119.0,6.7210125800837375,0.7241527688247705,-0.19050346055881162,1.3134592255265782,1,3595.061728395085,3595.061728395085,3595.061728395085,0.03717320261437933,4622.2224595810985,1.3846150494186622,0.7777777378375893
no_tumor,2,no_tumor/00555514_US_Image1_1.png,320,320,64.957978515625,40.96458171271832,6.0,222.0,22.0,53.0,130.0,7.030793781084685,0.9973918788519315,0.243831267858861,1.5375150147950662,320.0,302.8571428571429,96914.28571428572,1.0566037735849056,0.9464285714285715,64.21853412828948,40.68387171334683,6.0,222.0,22.0,53.0,128.0,7.017796440493749,1.0259230222216984,0.3749987332018927,1.5669568971720516,1,951.0204081632546,951.0204081632546,951.0204081632546,0.009813005390835468,1175.5103909239406,1.0000002225240143,0.8090276491862919
